site_code,platform_code,deployment_code,instrument_nominal_depth,TIME,LATITUDE,LONGITUDE,DEPTH,DEPTH_quality_control,TEMP,TEMP_quality_control,CNDC,CNDC_quality_control,PSAL,PSAL_quality_control,PRES_REL,PRES_REL_quality_control
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T03:00:01Z,-31.9896,115.3854,25.986,1,21.8182,1,5.1354,1,36.2414,1,26.17,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T03:15:01Z,-31.9896,115.3854,26.238,1,21.8055,1,5.1343,1,36.243,1,26.424,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T03:30:01Z,-31.9896,115.3854,25.925,1,21.8109,1,5.1348,1,36.2428,1,26.108,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T03:45:01Z,-31.9896,115.3854,25.832,1,21.8114,1,5.1348,1,36.242,1,26.015,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T04:00:01Z,-31.9896,115.3854,25.886,1,21.8184,1,5.135,1,36.2383,1,26.069,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T04:15:01Z,-31.9896,115.3854,25.932,1,21.7966,1,5.1333,1,36.2429,1,26.116,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T04:30:01Z,-31.9896,115.3854,25.912,1,21.797,1,5.1331,1,36.241,1,26.095,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T04:45:01Z,-31.9896,115.3854,26.27,1,21.8072,1,5.1341,1,36.2402,1,26.456,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T05:00:01Z,-31.9896,115.3854,25.877,1,21.7777,1,5.1317,1,36.2459,1,26.06,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T05:15:01Z,-31.9896,115.3854,26.067,1,21.799,1,5.1333,1,36.2409,1,26.252,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T05:30:01Z,-31.9896,115.3854,26.018,1,21.8461,1,5.1375,1,36.2347,1,26.202,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T05:45:01Z,-31.9896,115.3854,25.8,1,21.8304,1,5.1358,1,36.2341,1,25.983,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T06:00:01Z,-31.9896,115.3854,25.913,1,21.8501,1,5.1383,1,36.2379,1,26.096,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T06:15:01Z,-31.9896,115.3854,25.853,1,21.8488,1,5.1378,1,36.2349,1,26.036,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T06:30:01Z,-31.9896,115.3854,26.005,1,21.885,1,5.1412,1,36.2315,1,26.189,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T06:45:01Z,-31.9896,115.3854,25.791,1,21.8832,1,5.1414,1,36.2344,1,25.973,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T07:00:01Z,-31.9896,115.3854,25.772,1,21.8789,1,5.1412,1,36.2364,1,25.954,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T07:15:01Z,-31.9896,115.3854,25.947,1,21.8686,1,5.1401,1,36.2359,1,26.131,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T07:30:01Z,-31.9896,115.3854,26,1,21.8851,1,5.142,1,36.2374,1,26.185,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T07:45:01Z,-31.9896,115.3854,25.725,1,21.8655,1,5.1403,1,36.2404,1,25.907,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T08:00:01Z,-31.9896,115.3854,25.651,1,21.8189,1,5.1358,1,36.2443,1,25.832,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T08:15:01Z,-31.9896,115.3854,25.803,1,21.8306,1,5.137,1,36.2436,1,25.985,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T08:30:01Z,-31.9896,115.3854,26.024,1,21.8715,1,5.1409,1,36.2404,1,26.209,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T08:45:01Z,-31.9896,115.3854,25.851,1,21.8317,1,5.1372,1,36.2441,1,26.035,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T09:00:01Z,-31.9896,115.3854,25.99,1,21.8089,1,5.1349,1,36.245,1,26.174,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T09:15:01Z,-31.9896,115.3854,25.817,1,21.8142,1,5.1359,1,36.249,1,26,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T09:30:01Z,-31.9896,115.3854,25.918,1,21.8139,1,5.136,1,36.2494,1,26.101,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T09:45:01Z,-31.9896,115.3854,25.75,1,21.8226,1,5.137,1,36.2506,1,25.932,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T10:00:01Z,-31.9896,115.3854,25.587,1,21.8704,1,5.1414,1,36.2449,1,25.768,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T10:15:01Z,-31.9896,115.3854,25.949,1,21.8784,1,5.1419,1,36.2421,1,26.133,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T10:30:01Z,-31.9896,115.3854,25.661,1,21.8679,1,5.1406,1,36.2406,1,25.842,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T10:45:01Z,-31.9896,115.3854,25.977,1,21.9195,1,5.145,1,36.2323,1,26.16,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T11:00:01Z,-31.9896,115.3854,25.663,1,21.9035,1,5.1438,1,36.2363,1,25.845,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T11:15:01Z,-31.9896,115.3854,26.105,1,21.9287,1,5.1456,1,36.229,1,26.29,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T11:30:01Z,-31.9896,115.3854,25.905,1,21.9161,1,5.1444,1,36.2303,1,26.089,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T11:45:01Z,-31.9896,115.3854,25.857,1,21.9183,1,5.1443,1,36.2283,1,26.041,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T12:00:01Z,-31.9896,115.3854,25.746,1,21.8889,1,5.1417,1,36.2316,1,25.928,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T12:15:01Z,-31.9896,115.3854,25.984,1,21.9136,1,5.1437,1,36.227,1,26.168,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T12:30:01Z,-31.9896,115.3854,25.826,1,21.8978,1,5.1424,1,36.23,1,26.009,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T12:45:01Z,-31.9896,115.3854,25.776,1,21.9324,1,5.1455,1,36.2256,1,25.958,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T13:00:01Z,-31.9896,115.3854,25.965,1,21.9188,1,5.1444,1,36.2286,1,26.148,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T13:15:01Z,-31.9896,115.3854,26.146,1,21.9241,1,5.1451,1,36.2292,1,26.331,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T13:30:01Z,-31.9896,115.3854,25.838,1,21.9304,1,5.1458,1,36.2297,1,26.021,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T13:45:01Z,-31.9896,115.3854,26.003,1,21.9016,1,5.1431,1,36.2319,1,26.187,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T14:00:01Z,-31.9896,115.3854,26.23,1,21.9218,1,5.1448,1,36.229,1,26.416,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T14:15:01Z,-31.9896,115.3854,25.849,1,21.9843,1,5.15,1,36.2177,1,26.032,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T14:30:01Z,-31.9896,115.3854,26.027,1,22.0101,1,5.1538,1,36.2258,1,26.211,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T14:45:01Z,-31.9896,115.3854,25.882,1,22.0178,1,5.1559,1,36.2365,1,26.066,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T15:00:01Z,-31.9896,115.3854,25.892,1,22.0201,1,5.1559,1,36.2343,1,26.075,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T15:15:01Z,-31.9896,115.3854,26.093,1,22.0622,1,5.1593,1,36.2261,1,26.278,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T15:30:01Z,-31.9896,115.3854,25.94,1,22.0075,1,5.155,1,36.2381,1,26.124,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T15:45:01Z,-31.9896,115.3854,26.122,1,22.0712,1,5.1604,1,36.2274,1,26.307,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T16:00:01Z,-31.9896,115.3854,25.932,1,22.0689,1,5.1596,1,36.2224,1,26.115,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T16:15:01Z,-31.9896,115.3854,25.833,1,22.0783,1,5.1601,1,36.219,1,26.016,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T16:30:01Z,-31.9896,115.3854,25.948,1,22.1856,1,5.1694,1,36.2028,1,26.132,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T16:45:01Z,-31.9896,115.3854,25.685,1,22.1985,1,5.1695,1,36.1929,1,25.867,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T17:00:01Z,-31.9896,115.3854,25.819,1,22.1371,1,5.1649,1,36.2073,1,26.001,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T17:15:01Z,-31.9896,115.3854,25.685,1,22.2477,1,5.1741,1,36.1877,1,25.867,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T17:30:01Z,-31.9896,115.3854,26.008,1,22.1761,1,5.1676,1,36.1962,1,26.192,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T17:45:01Z,-31.9896,115.3854,25.941,1,22.187,1,5.1686,1,36.1947,1,26.125,1
NRSROT,NRSROT,NRSROT-1804,24,2018-04-16T18:00:01Z,-31.9896,115.3854,25.879,1,22.2716,1,5.1752,1,36.1761,1,26.062,1
